"","ACCIDENT_NO","X","Y","OBJECTID","ACCIDENT_D","ACC_TIME","NO_VEHICLE","ACCIDENT_T","ACC_T_DESC","ABS_CODE","PERSON_ID","AGE","RD_USER_T","RD_U_DESC","SEX","LOCATION_D","NODE_ID.x","LOCATION_T","NODE_TYPE.x","N_TYPE_DES","ROAD_ROUTE","RD_NAME_1","RD_TYPE_1","RD_NAME_2","RD_TYPE_2","DEC_RD_DES","LGA_NAME.x","REGION_NAM","STAT_DIV_N","AMG_X","AMG_Y","NODE_ID.y","NODE_TYPE.y","VICGRID94_X","VICGRID94_Y","LGA_NAME.y","LGA_NAME_ALL","REGION_NAME","DEG_URBAN_NAME","Lat","Long","POSTCODE_NO"
"97","T20190007424",2514092.525,2370545.082,975,"2019/04/19 00:00:00+00","02.:4.00",1,7,"Fall from or in moving vehicle","A","1",19,3,"Passengers","M","On HEATHERHILL ROAD 70m S from Int BODALLA COURT",346552,"N","N","Non Intersection",9999,"HEATHERHILL","ROAD","BODALLA","COURT","Non Declared Road","FRANKSTON","METROPOLITAN SOUTH EAST REGION","Metro",2514092.525,2370545.082,346552,"N",2514092.574,2370544.624,"FRANKSTON","FRANKSTON","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-38.16637387,145.1608036,3199
"98","T20190007444",2313600.976,2472201.967,976,"2019/04/19 00:00:00+00","06.:4.00",1,4,"Collision with a fixed object","A","1",55,3,"Passengers","M","On WESTERN HIGHWAY 737m SE from Int PETTICOAT GULLY ROAD",344752,"N","N","Non Intersection",2520,"WESTERN","HIGHWAY","PETTICOAT GULLY","ROAD","Declared Road","ARARAT","WESTERN REGION","Country",2313600.976,2472201.967,344752,"N",2313600.976,2472201.967,"ARARAT","ARARAT","WESTERN REGION","RURAL_VICTORIA",-37.23197883,142.8990329,3377
"99","T20190007479",2481240.103,2414361.728,977,"2019/04/19 00:00:00+00","19.:1.00",1,2,"Struck Pedestrian","A","1",29,1,"Pedestrians","M","On BALLARAT ROAD(R) 170m E from Int BALLARAT ROAD SERVICE ROAD REV",344368,"N","N","Non Intersection",5520,"BALLARAT","ROAD","BALLARAT REV","ROAD SERVICE ROAD","Declared Road","BRIMBANK","METROPOLITAN NORTH WEST REGION","Melbourne - West",2481240.103,2414361.728,344368,"N",2481240.103,2414361.728,"BRIMBANK","BRIMBANK","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.77152589,144.7870583,3023
"100","T20190007657",2405682.206,2432848.713,978,"2019/04/23 00:00:00+00","10.:2.00",1,4,"Collision with a fixed object","A","A",45,2,"Drivers","M","On NAVIGATORS ROAD 11m S from Int MULLANES ROAD",346900,"N","N","Non Intersection",9999,"NAVIGATORS","ROAD","MULLANES","ROAD","Non Declared Road","MOORABOOL","WESTERN REGION","Ballarat",2405682.206,2432848.713,346900,"N",2405682.202,2432848.858,"MOORABOOL","MOORABOOL","WESTERN REGION","RURAL_VICTORIA",-37.60036873,143.931806,3352
"101","T20190007811",2470889.11,2577744.312,979,"2019/04/25 00:00:00+00","13.:1.00",1,6,"Vehicle overturned (no collision)","A","A",89,2,"Drivers","F","On PRAIRIE-ROCHESTER ROAD 211m E from Int RESTDOWN ROAD",344536,"N","N","Non Intersection",5160,"PRAIRIE-ROCHESTER","ROAD","RESTDOWN","ROAD","Declared Road","CAMPASPE","NORTHERN REGION","Country",2470889.11,2577744.312,344536,"N",2470889.109,2577744.617,"CAMPASPE","CAMPASPE","NORTHERN REGION","RURAL_VICTORIA",-36.29888022,144.67588,3561
"102","T20190007812",2512930.369,2402368.917,980,"2019/04/25 00:00:00+00","12.:3.00",2,1,"Collision with vehicle","A","B",30,6,"Bicyclists","M","On BLACKBURN ROAD 20m S from Int FIANDER AVENUE",123741,"N","N","Non Intersection",5307,"BLACKBURN","ROAD","FIANDER","AVENUE","Declared Road","MONASH","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2512930.369,2402368.917,123741,"N",2512930.369,2402368.917,"MONASH","MONASH","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.87968019,145.1469816,3150
"103","T20190007812",2512930.369,2402368.917,980,"2019/04/25 00:00:00+00","12.:3.00",2,1,"Collision with vehicle","A","B",30,6,"Bicyclists","M","On BLACKBURN ROAD 20m S from Int FIANDER AVENUE",123741,"N","N","Non Intersection",5307,"BLACKBURN","ROAD","FIANDER","AVENUE","Declared Road","MONASH","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2512930.369,2402368.917,123741,"N",2512930.369,2402368.917,"MONASH","MONASH","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.87968019,145.1469816,3149
"104","T20190007862",2325358.433,2476127.866,981,"2019/04/26 00:00:00+00","11.:1.00",1,4,"Collision with a fixed object","A","A",82,2,"Drivers","M","On PYRENEES HIGHWAY 1467m W from Int WOODLANDS ROAD",344556,"N","N","Non Intersection",2740,"PYRENEES","HIGHWAY","WOODLANDS","ROAD","Declared Road","ARARAT","WESTERN REGION","Country",2325358.433,2476127.866,344556,"N",2325358.433,2476127.866,"ARARAT","ARARAT","WESTERN REGION","RURAL_VICTORIA",-37.19887141,143.0324306,3377
"105","T20190008031",2428867.071,2513516.244,982,"2019/04/29 00:00:00+00","13.:0.00",1,4,"Collision with a fixed object","A","A",53,2,"Drivers","M","On CALDER ALTERNATIVE HIGHWAY 170m SE from Int FENTONS LANE",344608,"N","N","Non Intersection",2200,"CALDER ALTERNATIVE","HIGHWAY","FENTONS","LANE","Declared Road","BENDIGO","NORTHERN REGION","Bendigo",2428867.071,2513516.244,344608,"N",2428867.071,2513516.244,"BENDIGO","BENDIGO","NORTHERN REGION","RURAL_VICTORIA",-36.8755011,144.2020289,3453
"106","T20190008143",2477335.443,2426786.067,983,"2019/05/01 00:00:00+00","01.:1.00",1,6,"Vehicle overturned (no collision)","A","A",42,2,"Drivers","M","On CALDER FREEWAY(R) 2270m NW from Int ORGAN PIPES ROAD",136810,"N","N","Non Intersection",2530,"CALDER","FREEWAY","ORGAN PIPES","ROAD","Declared Road","HUME","METROPOLITAN NORTH WEST REGION","Melbourne - North West",2477335.443,2426786.067,136810,"N",2477335.443,2426786.067,"HUME","HUME","METROPOLITAN NORTH WEST REGION","RURAL_VICTORIA",-37.65949116,144.7431177,3427
"107","T20190008166",2280530.461,2371338.326,984,"2019/05/01 00:00:00+00","04.:3.00",1,4,"Collision with a fixed object","A","A",63,2,"Drivers","M","On WOOLSTHORPE-HEXHAM ROAD 2198m NE from Int WARRNAMBOOL-CARAMUT ROAD",582249,"N","N","Non Intersection",9999,"WOOLSTHORPE-HEXHAM","ROAD","WARRNAMBOOL-CARAMUT","ROAD","Non Declared Road","MOYNE","SOUTH WESTERN REGION","Country",2280530.461,2371338.326,582249,"N",2280530.461,2371338.326,"MOYNE","MOYNE","SOUTH WESTERN REGION","RURAL_VICTORIA",-38.13333358,142.4965517,3276
"108","T20190008376",2544678.711,2565283.53,985,"2019/05/04 00:00:00+00","00.:1.00",2,1,"Collision with vehicle","A","B",19,4,"Motorcyclists","M","On COACH ROAD 423m S from Int MIDLAND HIGHWAY",344806,"N","N","Non Intersection",9999,"COACH","ROAD","MIDLAND","HIGHWAY","Non Declared Road","SHEPPARTON","NORTH EASTERN REGION","Country",2544678.711,2565283.53,344806,"N",2544678.711,2565283.53,"SHEPPARTON","SHEPPARTON","NORTH EASTERN REGION","RURAL_VICTORIA",-36.41058002,145.4981752,3631
"109","T20190008388",2538976.098,2330604.788,986,"2019/05/04 00:00:00+00","07.:3.00",2,1,"Collision with vehicle","A","1",15,3,"Passengers","M","On BASS HIGHWAY 95m N from Int RAILWAY ROAD",345748,"N","N","Non Intersection",2710,"BASS","HIGHWAY","RAILWAY","ROAD","Declared Road","BASS COAST","EASTERN REGION","Country",2538976.098,2330604.788,345748,"N",2538976.14,2330605.068,"BASS COAST","BASS COAST","EASTERN REGION","RURAL_VICTORIA",-38.52541791,145.4468744,3995
"110","T20190008420",2745017.096,2608283.266,987,"2019/05/04 00:00:00+00","12.:3.00",1,4,"Collision with a fixed object","A","A",58,4,"Motorcyclists","M","On SHELLEY ROAD 1994m S from Int SANDY CREEK ROAD",344996,"N","N","Non Intersection",3005,"SHELLEY","ROAD","SANDY CREEK","ROAD","Declared Road","TOWONG","NORTH EASTERN REGION","Country",2745017.096,2608283.266,344996,"N",2745017.096,2608283.266,"TOWONG","TOWONG","NORTH EASTERN REGION","RURAL_VICTORIA",-35.99257811,147.7175781,3709
"111","T20190008478",2337874.118,2421031.919,989,"2019/05/05 00:00:00+00","17.:0.00",2,1,"Collision with vehicle","A","B",19,2,"Drivers","M","At Int of GLENELG HIGHWAY and WALDRONS ROAD",344820,"I","I","Intersection",2670,"GLENELG","HIGHWAY","WALDRONS","ROAD","Declared Road","PYRENEES","WESTERN REGION","Ballarat",2337874.118,2421031.919,344820,"I",2337874.118,2421031.919,"PYRENEES","PYRENEES","WESTERN REGION","RURAL_VICTORIA",-37.69750765,143.1614137,3361
"112","T20190008478",2337874.118,2421031.919,988,"2019/05/05 00:00:00+00","17.:0.00",2,1,"Collision with vehicle","A","2",25,3,"Passengers","F","At Int of GLENELG HIGHWAY and WALDRONS ROAD",344820,"I","I","Intersection",2670,"GLENELG","HIGHWAY","WALDRONS","ROAD","Declared Road","PYRENEES","WESTERN REGION","Ballarat",2337874.118,2421031.919,344820,"I",2337874.118,2421031.919,"PYRENEES","PYRENEES","WESTERN REGION","RURAL_VICTORIA",-37.69750765,143.1614137,3361
"113","T20190008589",2506392.592,2391814.039,990,"2019/05/07 00:00:00+00","10.:3.00",1,2,"Struck Pedestrian","A","1",80,1,"Pedestrians","F","At Int of WARRIGAL ROAD and VOLTRI STREET",42790,"I","I","Intersection",2070,"WARRIGAL","ROAD","VOLTRI","STREET","Declared Road","KINGSTON","METROPOLITAN SOUTH EAST REGION","Melbourne - Inner South",2506392.592,2391814.039,42790,"I",2506392.592,2391814.039,"KINGSTON","KINGSTON","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.97484332,145.0727574,3194
"114","T20190008589",2506392.592,2391814.039,990,"2019/05/07 00:00:00+00","10.:3.00",1,2,"Struck Pedestrian","A","1",80,1,"Pedestrians","F","At Int of WARRIGAL ROAD and VOLTRI STREET",42790,"I","I","Intersection",2070,"WARRIGAL","ROAD","VOLTRI","STREET","Declared Road","KINGSTON","METROPOLITAN SOUTH EAST REGION","Melbourne - Inner South",2506392.592,2391814.039,42790,"I",2506392.592,2391814.039,"KINGSTON","KINGSTON","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.97484332,145.0727574,3192
"115","T20190008709",2482662.089,2417349.344,991,"2019/05/08 00:00:00+00","20.:5.00",1,2,"Struck Pedestrian","A","1",78,1,"Pedestrians","M","On MAIN ROAD E 44m E from Int ERICA AVENUE",344944,"N","N","Non Intersection",5502,"MAIN","ROAD","ERICA","AVENUE","Declared Road","BRIMBANK","METROPOLITAN NORTH WEST REGION","Melbourne - West",2482662.089,2417349.344,344944,"N",2482662.089,2417349.344,"BRIMBANK","BRIMBANK","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.74463435,144.8032692,3021
"116","T20190008725",2505309.203,2398579.356,992,"2019/05/09 00:00:00+00","08.:0.00",2,1,"Collision with vehicle","A","B",47,4,"Motorcyclists","M","At Int of EAST BOUNDARY ROAD and MCKINNON ROAD",41458,"I","I","Intersection",5316,"EAST BOUNDARY","ROAD","MCKINNON","ROAD","Declared Road","GLEN EIRA","METROPOLITAN SOUTH EAST REGION","Melbourne - Inner South",2505309.203,2398579.356,41458,"I",2505309.203,2398579.356,"GLEN EIRA","GLEN EIRA","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.91389785,145.0603779,3165
"117","T20190008837",2535679.963,2410224.186,993,"2019/05/10 00:00:00+00","18.:3.00",1,2,"Struck Pedestrian","A","3",41,1,"Pedestrians","M","On MONBULK ROAD 52m S from Int HUNTER ROAD",345041,"N","N","Non Intersection",5776,"MONBULK","ROAD","HUNTER","ROAD","Declared Road","YARRA RANGES","METROPOLITAN SOUTH EAST REGION","Melbourne - Outer East",2535679.963,2410224.186,345041,"N",2535679.963,2410224.186,"YARRA RANGES","YARRA RANGES","METROPOLITAN SOUTH EAST REGION","RURAL_VICTORIA",-37.80831057,145.4051977,3795
"118","T20190008888",2442491.701,2377059.087,994,"2019/05/11 00:00:00+00","15.:3.00",2,1,"Collision with vehicle","A","A",88,2,"Drivers","M","On THOMPSON ROAD 113m N from Int VICTOR STREET",345111,"N","N","Non Intersection",5580,"THOMPSON","ROAD","VICTOR","STREET","Declared Road","GEELONG","SOUTH WESTERN REGION","Country",2442491.701,2377059.087,345111,"N",2442491.757,2377059.479,"GEELONG","GEELONG","SOUTH WESTERN REGION","LARGE_PROVINCIAL_CITIES",-38.10600672,144.3443228,3214
"119","T20190008897",2490617.953,2412062.293,995,"2019/05/11 00:00:00+00","20.:0.00",2,1,"Collision with vehicle","A","B",26,4,"Motorcyclists","M","At Int of BALLARAT ROAD and DROOP STREET",29523,"I","I","Intersection",5520,"BALLARAT","ROAD","DROOP","STREET","Declared Road","MARIBYRNONG","METROPOLITAN NORTH WEST REGION","Melbourne - West",2490617.953,2412062.293,29523,"I",2490617.953,2412062.293,"MARIBYRNONG","MARIBYRNONG","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.79238591,144.893476,3011
"120","T20190008934",2441962.507,2374177.407,996,"2019/05/12 00:00:00+00","17.:4.00",1,2,"Struck Pedestrian","A","2",68,1,"Pedestrians","M","At Int of SHANNON AVENUE and LASCELLES AVENUE",49845,"I","I","Intersection",5580,"SHANNON","AVENUE","LASCELLES","AVENUE","Declared Road","GEELONG","SOUTH WESTERN REGION","Country",2441962.507,2374177.407,49845,"I",2441962.507,2374177.407,"GEELONG","GEELONG","SOUTH WESTERN REGION","LARGE_PROVINCIAL_CITIES",-38.13193702,144.3380603,3218
"121","T20190009000",2512730.649,2351403.539,997,"2019/05/13 00:00:00+00","13.:3.00",2,1,"Collision with vehicle","A","1",86,3,"Passengers","M","At Int of COOLART ROAD and MYERS ROAD",44092,"I","I","Intersection",5715,"COOLART","ROAD","MYERS","ROAD","Declared Road","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","Metro",2512730.649,2351403.539,44092,"I",2512730.649,2351403.539,"MORNINGTON PENINSULA","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","RURAL_VICTORIA",-38.3388186,145.1455974,3926
"122","T20190009000",2512730.649,2351403.539,998,"2019/05/13 00:00:00+00","13.:3.00",2,1,"Collision with vehicle","A","2",85,3,"Passengers","F","At Int of COOLART ROAD and MYERS ROAD",44092,"I","I","Intersection",5715,"COOLART","ROAD","MYERS","ROAD","Declared Road","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","Metro",2512730.649,2351403.539,44092,"I",2512730.649,2351403.539,"MORNINGTON PENINSULA","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","RURAL_VICTORIA",-38.3388186,145.1455974,3926
"123","T20190009034",2513501.549,2395143.036,999,"2019/05/14 00:00:00+00","07.:0.00",3,1,"Collision with vehicle","A","C",75,2,"Drivers","F","At Int of SPRINGVALE ROAD and ROSALIE STREET",42529,"I","I","Intersection",2400,"SPRINGVALE","ROAD","ROSALIE","STREET","Declared Road","DANDENONG","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2513501.549,2395143.036,42529,"I",2513501.549,2395143.036,"DANDENONG","DANDENONG","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.94477471,145.1536068,3171
"124","T20190009290",2377995.196,2385144.967,1001,"2019/05/17 00:00:00+00","15.:1.00",2,1,"Collision with vehicle","A","A",56,2,"Drivers","F","On HAMILTON HIGHWAY 366m from 69 (KM)",346575,"N","N","Non Intersection",2780,"HAMILTON","HIGHWAY","HAMILTON","HIGHWAY","Declared Road","CORANGAMITE","SOUTH WESTERN REGION","Country",2377995.196,2385144.967,346575,"N",2377994.781,2385145.075,"CORANGAMITE","CORANGAMITE","SOUTH WESTERN REGION","RURAL_VICTORIA",-38.02692558,143.6103865,3322
"125","T20190009290",2377995.196,2385144.967,1002,"2019/05/17 00:00:00+00","15.:1.00",2,1,"Collision with vehicle","A","B",73,2,"Drivers","M","On HAMILTON HIGHWAY 366m from 69 (KM)",346575,"N","N","Non Intersection",2780,"HAMILTON","HIGHWAY","HAMILTON","HIGHWAY","Declared Road","CORANGAMITE","SOUTH WESTERN REGION","Country",2377995.196,2385144.967,346575,"N",2377994.781,2385145.075,"CORANGAMITE","CORANGAMITE","SOUTH WESTERN REGION","RURAL_VICTORIA",-38.02692558,143.6103865,3322
"126","T20190009290",2377995.196,2385144.967,1000,"2019/05/17 00:00:00+00","15.:1.00",2,1,"Collision with vehicle","A","3",73,3,"Passengers","F","On HAMILTON HIGHWAY 366m from 69 (KM)",346575,"N","N","Non Intersection",2780,"HAMILTON","HIGHWAY","HAMILTON","HIGHWAY","Declared Road","CORANGAMITE","SOUTH WESTERN REGION","Country",2377995.196,2385144.967,346575,"N",2377994.781,2385145.075,"CORANGAMITE","CORANGAMITE","SOUTH WESTERN REGION","RURAL_VICTORIA",-38.02692558,143.6103865,3322
"127","T20190009351",2544998.854,2428088.383,1003,"2019/05/18 00:00:00+00","15.:4.00",2,1,"Collision with vehicle","A","B",31,4,"Motorcyclists","M","On RYANS ROAD 128m W from Int CORNELIUS CRESCENT",345256,"N","N","Non Intersection",9999,"RYANS","ROAD","CORNELIUS","CRESCENT","Non Declared Road","YARRA RANGES","METROPOLITAN SOUTH EAST REGION","Melbourne - Outer East",2544998.854,2428088.383,345256,"N",2544999.088,2428088.441,"YARRA RANGES","YARRA RANGES","METROPOLITAN SOUTH EAST REGION","RURAL_VICTORIA",-37.64694554,145.5099414,3777
"128","T20190009379",2261833.162,2767289.263,1004,"2019/05/19 00:00:00+00","02.:3.00",1,4,"Collision with a fixed object","A","A",19,2,"Drivers","M","On KULKYNE WAY 657m N from Int BROWN ROAD",345259,"N","N","Non Intersection",9999,"KULKYNE","WAY","BROWN","ROAD","Non Declared Road","MILDURA","WESTERN REGION","Country",2261833.162,2767289.263,345259,"N",2261833.183,2767289.491,"MILDURA","MILDURA","WESTERN REGION","RURAL_VICTORIA",-34.56212763,142.406397,3494
"129","T20190009413",2199589.378,2529192.31,1005,"2019/05/19 00:00:00+00","16.:0.00",1,6,"Vehicle overturned (no collision)","A","A",59,2,"Drivers","M","On NHILL-HARROW ROAD 522m S from Int CRICKS ROAD",345258,"N","N","Non Intersection",5133,"NHILL-HARROW","ROAD","CRICKS","ROAD","Declared Road","WEST WIMMERA","WESTERN REGION","Country",2199589.378,2529192.31,345258,"N",2199589.737,2529192.641,"WEST WIMMERA","WEST WIMMERA","WESTERN REGION","RURAL_VICTORIA",-36.68908674,141.6375237,3401
"130","T20190009464",2737165.382,2396730.275,1006,"2019/05/20 00:00:00+00","14.:2.00",1,4,"Collision with a fixed object","A","1",79,3,"Passengers","F","On BAY ROAD 161m NW from Int WATERVIEW ROAD",349062,"N","N","Non Intersection",9999,"BAY","ROAD","WATERVIEW","ROAD","Non Declared Road","EAST GIPPSLAND","EASTERN REGION","Country",2737165.382,2396730.275,349062,"N",2737165.381,2396730.276,"EAST GIPPSLAND","EAST GIPPSLAND","EASTERN REGION","SMALL_TOWNS",-37.90030332,147.696994,3878
"131","T20190009482",2243428.563,2771900.548,1007,"2019/05/20 00:00:00+00","10.:4.00",2,1,"Collision with vehicle","A","B",77,2,"Drivers","F","On CALDER HIGHWAY 1564m S from Int CASTLE CROSSING ROAD",582256,"N","N","Non Intersection",2530,"CALDER","HIGHWAY","CASTLE CROSSING","ROAD","Declared Road","MILDURA","WESTERN REGION","Country",2243428.563,2771900.548,582256,"N",2243428.563,2771900.548,"MILDURA","MILDURA","WESTERN REGION","RURAL_VICTORIA",-34.51592024,142.2075566,3494
"132","T20190009706",2543064.393,2366042.044,1008,"2019/05/24 00:00:00+00","00.:0.00",1,4,"Collision with a fixed object","A","A",22,2,"Drivers","M","On SYBELLA AVENUE 369m SE from Int WALKER STREET",345445,"N","N","Non Intersection",5866,"SYBELLA","AVENUE","WALKER","STREET","Declared Road","CARDINIA","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2543064.393,2366042.044,345445,"N",2543064.172,2366042.475,"CARDINIA","CARDINIA","METROPOLITAN SOUTH EAST REGION","RURAL_VICTORIA",-38.20603674,145.491646,3981
"133","T20190009787",2506474.099,2391677.872,1009,"2019/05/25 00:00:00+00","09.:0.00",1,4,"Collision with a fixed object","A","A",49,2,"Drivers","M","On RIVIERA STREET 79m N from Int SARZANA STREET",345736,"N","N","Non Intersection",9999,"RIVIERA","STREET","SARZANA","STREET","Non Declared Road","KINGSTON","METROPOLITAN SOUTH EAST REGION","Melbourne - Inner South",2506474.099,2391677.872,345736,"N",2506474.114,2391677.968,"KINGSTON","KINGSTON","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.97606867,145.0736864,3194
"134","T20190009966",2241669.595,2795167.716,1010,"2019/05/27 00:00:00+00","20.:4.00",1,4,"Collision with a fixed object","A","1",21,3,"Passengers","M","On INDI AVENUE 20m E from Int ANNE COX DRIVE",350327,"N","N","Non Intersection",9999,"INDI","AVENUE","ANNE COX","DRIVE","Non Declared Road","MILDURA","WESTERN REGION","Country",2241669.595,2795167.716,350327,"N",2241669.283,2795167.757,"MILDURA","MILDURA","WESTERN REGION","TOWNS",-34.30597746,142.195877,3496
"135","T20190009967",2508432.818,2369132.48,1011,"2019/05/27 00:00:00+00","23.:1.00",2,1,"Collision with vehicle","A","1",18,3,"Passengers","F","At Int of NEPEAN HIGHWAY and MOUNT ELIZA WAY",288245,"I","I","Intersection",9999,"MOUNT ELIZA","WAY","MOUNT ELIZA","WAY","Non Declared Road","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","Metro",2508432.818,2369132.48,288245,"I",2508432.818,2369132.48,"MORNINGTON PENINSULA","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-38.17916401,145.0962392,3930
"136","T20190009967",2508432.818,2369132.48,1012,"2019/05/27 00:00:00+00","23.:1.00",2,1,"Collision with vehicle","A","A",22,2,"Drivers","M","At Int of NEPEAN HIGHWAY and MOUNT ELIZA WAY",288245,"I","I","Intersection",9999,"MOUNT ELIZA","WAY","MOUNT ELIZA","WAY","Non Declared Road","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","Metro",2508432.818,2369132.48,288245,"I",2508432.818,2369132.48,"MORNINGTON PENINSULA","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-38.17916401,145.0962392,3930
"137","T20190009970",2482661.697,2414111.119,1013,"2019/05/27 00:00:00+00","19.:3.00",1,2,"Struck Pedestrian","A","1",45,1,"Pedestrians","F","On BALLARAT ROAD 152m SE from Int CHATSWORTH AVENUE",345675,"N","N","Non Intersection",5520,"BALLARAT","ROAD","CHATSWORTH","AVENUE","Declared Road","BRIMBANK","METROPOLITAN NORTH WEST REGION","Melbourne - West",2482661.697,2414111.119,345675,"N",2482661.716,2414111.107,"BRIMBANK","BRIMBANK","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.77381159,144.803189,3022
"138","T20190010103",2509913.746,2399529.136,1014,"2019/05/29 00:00:00+00","16.:3.00",1,4,"Collision with a fixed object","A","A",29,2,"Drivers","M"," (Offroad Location)",349533,"O","O","Unknown",-1,"DANDENONG","ROAD"," "," ","Declared Road","MONASH","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2509913.746,2399529.136,349533,"O",2509913.746,2399529.136,"MONASH","MONASH","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.90530293,145.1127294,3166
"139","T20190010242",2444783.743,2381955.576,1015,"2019/05/31 00:00:00+00","21.:5.00",1,4,"Collision with a fixed object","A","A",28,4,"Motorcyclists","M","At Int of FAIRBAIRN DRIVE and MCGUINNESS COURT",48746,"I","I","Intersection",9999,"FAIRBAIRN","DRIVE","MCGUINNESS","COURT","Non Declared Road","GEELONG","SOUTH WESTERN REGION","Country",2444783.743,2381955.576,48746,"I",2444783.743,2381955.576,"GEELONG","GEELONG","SOUTH WESTERN REGION","LARGE_PROVINCIAL_CITIES",-38.06203849,144.3708229,3214
"140","T20190010308",2511398.196,2400154.35,1016,"2019/06/01 00:00:00+00","19.:3.00",1,2,"Struck Pedestrian","A","1",62,1,"Pedestrians","M","On FERNTREE GULLY ROAD 34m E from Int FORSTER ROAD",345713,"N","N","Non Intersection",5799,"FERNTREE GULLY","ROAD","FORSTER","ROAD","Declared Road","MONASH","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2511398.196,2400154.35,345713,"N",2511397.877,2400154.4,"MONASH","MONASH","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.89965247,145.1295958,3149
"141","T20190010325",2377221.208,2562501.442,1017,"2019/06/02 00:00:00+00","06.:4.00",1,2,"Struck Pedestrian","A","1",62,1,"Pedestrians","M","At Int of CALDER HIGHWAY and WEDDERBURN-WEDDERBURN JUNCTION ROAD",347053,"I","I","Intersection",2530,"CALDER","HIGHWAY","WEDDERBURN-WEDDERBURN JUNCTION","ROAD","Declared Road","LODDON","NORTHERN REGION","Bendigo",2377221.208,2562501.442,347053,"I",2377221.208,2562501.442,"LODDON","LODDON","NORTHERN REGION","RURAL_VICTORIA",-36.42874891,143.6306315,3518
"142","T20190010635",2523716.169,2386561.878,1018,"2019/06/06 00:00:00+00","16.:4.00",2,1,"Collision with vehicle","A","B",30,4,"Motorcyclists","M","On HALLAM SOUTH ROAD 222m S from Int CENTRE ROAD",345953,"N","N","Non Intersection",5057,"HALLAM SOUTH","ROAD","CENTRE","ROAD","Declared Road","CASEY","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2523716.169,2386561.878,345953,"N",2523716.169,2386561.878,"CASEY","CASEY","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-38.02188053,145.2700948,3976
"143","T20190010677",2434424.498,2523868.135,1019,"2019/06/07 00:00:00+00","12.:1.00",2,1,"Collision with vehicle","A","A",18,6,"Bicyclists","M","At Int of HATTAM STREET and WOODWARD ROAD",51705,"I","I","Intersection",5173,"HATTAM","STREET","WOODWARD","ROAD","Declared Road","BENDIGO","NORTHERN REGION","Bendigo",2434424.498,2523868.135,51705,"I",2434424.498,2523868.135,"BENDIGO","BENDIGO","NORTHERN REGION","LARGE_PROVINCIAL_CITIES",-36.78261182,144.2652659,3555
"144","T20190010764",2546266.178,2354746.979,1020,"2019/06/08 00:00:00+00","19.:3.00",1,8,"No collision and no object struck","A","A",37,2,"Drivers","M","On JETTY ROAD 676m E from Int FORESHORE ROAD",582257,"N","N","Non Intersection",9999,"JETTY","ROAD","FORESHORE","ROAD","Non Declared Road","BASS COAST","EASTERN REGION","Country",2546266.178,2354746.979,582257,"N",2546266.178,2354746.979,"BASS COAST","BASS COAST","EASTERN REGION","RURAL_VICTORIA",-38.30763165,145.5289177,3984
"145","T20190010768",2663767.711,2554585.263,1021,"2019/06/08 00:00:00+00","23.:2.00",1,2,"Struck Pedestrian","A","1",39,1,"Pedestrians","M","On MYRTLEFORD-YACKANDANDAH ROAD 57m E from Int MURRAYS LANE",346287,"N","N","Non Intersection",5467,"MYRTLEFORD-YACKANDANDAH","ROAD","MURRAYS","LANE","Declared Road","ALPINE","NORTH EASTERN REGION","Country",2663767.711,2554585.263,346287,"N",2663767.681,2554585.251,"ALPINE","ALPINE","NORTH EASTERN REGION","RURAL_VICTORIA",-36.49388105,146.8281202,3737
